file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.KLF.00.BHZ | 2025-01-01T09:22:02.766970Z - 2025-01-01T09:23:02.766970Z,,,,,,,2025-01-01T09:22:07.766970Z,,2025-01-01T09:22:17.997750Z,
HE.KEF.00.?HZ | 2025-07-05T22:07:03.978960Z - 2025-07-05T22:08:03.978960Z,,,,,,,,,2025-07-05T22:07:08.978960Z,
HE.KORF.00.CZ | 2025-07-05T22:06:04.070000Z - 2025-07-05T22:07:04.070000Z,,,,,,,2025-07-05T22:06:09.070000Z,,2025-07-05T22:06:14.310000Z,
HE.KPF.00.BHZ | 2025-07-05T22:06:43.889110Z - 2025-07-05T22:07:43.889110Z,,,,,,,,,2025-07-05T22:06:48.889110Z,
HE.LOVF.00.CZ | 2025-07-05T22:06:57.481250Z - 2025-07-05T22:07:57.481250Z,,,,,,,,,2025-07-05T22:07:02.481250Z,
HE.MEF.00.BHZ | 2025-07-05T22:06:28.571990Z - 2025-07-05T22:07:28.571990Z,,,,,,,,,2025-07-05T22:06:33.571990Z,
HE.NUR.00.SHZ | 2025-07-05T22:06:32.980000Z - 2025-07-05T22:07:32.980000Z,,,,,,,,,2025-07-05T22:06:37.980000Z,
HE.PVF.00.CZ | 2025-07-05T22:06:51.185900Z - 2025-07-05T22:07:51.185900Z,,,,,,,,,2025-07-05T22:06:56.185900Z,
HE.RAF.00.BHZ | 2025-07-05T22:06:10.020000Z - 2025-07-05T22:07:10.020000Z,,,,,,,2025-07-05T22:06:15.020000Z,,2025-07-05T22:06:25.080000Z,
HE.TRE03.00.CZ | 2025-07-05T22:06:48.164640Z - 2025-07-05T22:07:48.164640Z,,,,,,,,,2025-07-05T22:06:53.164640Z,
HE.TVF.00.BHZ | 2025-07-05T22:06:07.904040Z - 2025-07-05T22:07:07.904040Z,,,,,,,2025-07-05T22:06:12.904040Z,,2025-07-05T22:06:21.389310Z,
UP.AAL.00.BHZ | 2025-07-05T22:06:31.538210Z - 2025-07-05T22:07:31.538210Z,,,,,,,,,2025-07-05T22:06:36.538210Z,
FN.KLF.00.BHZ | 2025-07-08T01:54:31.204740Z - 2025-07-08T01:55:31.204740Z,,,,,,,2025-07-08T01:54:36.204740Z,,2025-07-08T01:55:07.742310Z,
FN.KMNF.00.?HZ | 2025-07-08T01:54:10.537100Z - 2025-07-08T01:55:10.537100Z,,,,,,,2025-07-08T01:54:15.537100Z,,2025-07-08T01:54:30.063570Z,
FN.RAJF.00.?HZ | 2025-07-08T01:54:23.480010Z - 2025-07-08T01:55:23.480010Z,,,,,,,2025-07-08T01:54:28.480010Z,,2025-07-08T01:54:53.464990Z,
FN.SGF.00.BHZ | 2025-07-08T01:54:30.651300Z - 2025-07-08T01:55:30.651300Z,,,,,,,2025-07-08T01:54:35.651300Z,,2025-07-08T01:55:05.997980Z,
HE.HEF.00.BHZ | 2025-07-08T01:54:14.957030Z - 2025-07-08T01:55:14.957030Z,,,,,,,2025-07-08T01:54:19.957030Z,,2025-07-08T01:54:38.266040Z,
HE.KEV.00.?HZ | 2025-07-08T01:54:06.205910Z - 2025-07-08T01:55:06.205910Z,,,,,,,2025-07-08T01:54:11.205910Z,,2025-07-08T01:54:22.925850Z,
HE.KIF.00.BHZ | 2025-07-08T01:54:15.483850Z - 2025-07-08T01:55:15.483850Z,,,,,,,2025-07-08T01:54:20.483850Z,,2025-07-08T01:54:38.636490Z,
HE.VRF.00.BHN | 2025-07-08T01:54:35.116490Z - 2025-07-08T01:55:35.116490Z,,,,,,,,,2025-07-08T01:55:14.309120Z,
HE.VRF.00.BHZ | 2025-07-08T01:54:35.116490Z - 2025-07-08T01:55:35.116490Z,,,,,,,2025-07-08T01:54:40.116490Z,,,
HE.OBF0.00.BHZ | 2025-07-09T02:26:02.402570Z - 2025-07-09T02:27:02.402570Z,,,,,,,2025-07-09T02:26:07.402570Z,,2025-07-09T02:26:24.541680Z,
HE.OBF3.00.BHZ | 2025-07-09T02:26:05.977040Z - 2025-07-09T02:27:05.977040Z,,,,,,,2025-07-09T02:26:10.977040Z,,2025-07-09T02:26:31.200390Z,
HE.OBF8.00.BHZ | 2025-07-09T02:26:09.376420Z - 2025-07-09T02:27:09.376420Z,,,,,,,,,2025-07-09T02:26:14.376420Z,
HE.TOF.00.BHZ | 2025-07-09T02:26:39.432460Z - 2025-07-09T02:27:39.432460Z,,,,,,,,,2025-07-09T02:26:44.432460Z,
HE.VAF.00.BHZ | 2025-07-09T02:26:09.602460Z - 2025-07-09T02:27:09.602460Z,,,,,,,2025-07-09T02:26:14.602460Z,,2025-07-09T02:26:36.135570Z,
FN.OUL.00.BHZ | 2025-07-11T14:00:50.650040Z - 2025-07-11T14:01:50.650040Z,,,,,,,,,2025-07-11T14:00:55.650040Z,
FN.RANF.00.?HZ | 2025-07-11T14:01:07.972260Z - 2025-07-11T14:02:07.972260Z,,,,,,,,,2025-07-11T14:01:12.972260Z,
FN.RNF.00.BHZ | 2025-07-11T14:01:10.242510Z - 2025-07-11T14:02:10.242510Z,,,,,,,,,2025-07-11T14:01:15.242510Z,
HE.OBF0.00.BHZ | 2025-07-11T14:00:17.295070Z - 2025-07-11T14:01:17.295070Z,,,,,,,2025-07-11T14:00:22.295070Z,,2025-07-11T14:00:36.708570Z,
HE.OBF3.00.BHZ | 2025-07-11T14:00:19.520320Z - 2025-07-11T14:01:19.520320Z,,,,,,,2025-07-11T14:00:24.520320Z,,2025-07-11T14:00:40.714530Z,
HE.OBF8.00.BHZ | 2025-07-11T14:00:13.498020Z - 2025-07-11T14:01:13.498020Z,,,,,,,2025-07-11T14:00:18.498020Z,,2025-07-11T14:00:30.676440Z,
HE.TOF.00.BHZ | 2025-07-11T14:00:45.453290Z - 2025-07-11T14:01:45.453290Z,,,,,,,,,2025-07-11T14:00:50.453290Z,
HE.VAF.00.BHZ | 2025-07-11T14:01:02.799080Z - 2025-07-11T14:02:02.799080Z,,,,,,,,,2025-07-11T14:01:07.799080Z,
FN.MSF.00.BHZ | 2025-07-13T19:19:50.500430Z - 2025-07-13T19:20:50.500430Z,,,,,,,2025-07-13T19:19:55.500430Z,,2025-07-13T19:19:59.569190Z,
FN.OLKF.00.BHZ | 2025-07-13T19:19:51.203870Z - 2025-07-13T19:20:51.203870Z,,,,,,,2025-07-13T19:19:56.203870Z,,2025-07-13T19:20:00.826420Z,
FN.OUL.00.BHZ | 2025-07-13T19:20:15.830030Z - 2025-07-13T19:21:15.830030Z,,,,,,,2025-07-13T19:20:20.830030Z,,2025-07-13T19:20:43.055520Z,
FN.RAJF.00.?HZ | 2025-07-13T19:20:54.744950Z - 2025-07-13T19:21:54.744950Z,,,,,,,,,2025-07-13T19:20:59.744950Z,
FN.RANF.00.?HZ | 2025-07-13T19:20:05.240480Z - 2025-07-13T19:21:05.240480Z,,,,,,,2025-07-13T19:20:10.240480Z,,2025-07-13T19:20:24.546820Z,
FN.RNF.00.BHZ | 2025-07-13T19:20:11.949060Z - 2025-07-13T19:21:11.949060Z,,,,,,,2025-07-13T19:20:16.949060Z,,2025-07-13T19:20:36.847850Z,
FN.SGF.00.BHZ | 2025-07-13T19:20:16.329000Z - 2025-07-13T19:21:16.329000Z,,,,,,,2025-07-13T19:20:21.329000Z,,2025-07-13T19:20:44.059510Z,
HE.KJNF.00.CZ | 2025-07-13T19:20:17.878840Z - 2025-07-13T19:21:17.878840Z,,,,,,,2025-07-13T19:20:22.878840Z,,2025-07-13T19:20:47.172190Z,
HE.KU1.00.SHZ | 2025-07-13T19:19:53.688100Z - 2025-07-13T19:20:53.688100Z,,,,,,,2025-07-13T19:19:58.688100Z,,2025-07-13T19:20:04.950890Z,
HE.KU2.00.SHZ | 2025-07-13T19:19:56.471310Z - 2025-07-13T19:20:56.471310Z,,,,,,,2025-07-13T19:20:01.471310Z,,2025-07-13T19:20:09.837970Z,
HE.NIF.00.BHZ | 2025-07-13T19:21:00.437060Z - 2025-07-13T19:22:00.437060Z,,,,,,,,,2025-07-13T19:21:05.437060Z,
HE.OBF3.00.BHZ | 2025-07-13T19:20:23.919870Z - 2025-07-13T19:21:23.919870Z,,,,,,,2025-07-13T19:20:28.919870Z,,2025-07-13T19:20:56.811900Z,
HE.RMF.00.BHZ | 2025-07-13T19:20:38.250410Z - 2025-07-13T19:21:38.250410Z,,,,,,,,,2025-07-13T19:20:43.250410Z,
HE.SUF.00.BHN | 2025-07-13T19:21:22.408630Z - 2025-07-13T19:22:22.408630Z,,,,,,,,,2025-07-13T19:21:27.408630Z,
HE.TOF.00.BHZ | 2025-07-13T19:20:46.292020Z - 2025-07-13T19:21:46.292020Z,,,,,,,,,2025-07-13T19:20:51.292020Z,
HE.VRF.00.BHZ | 2025-07-13T19:20:14.959240Z - 2025-07-13T19:21:14.959240Z,,,,,,,2025-07-13T19:20:19.959240Z,,2025-07-13T19:20:41.626520Z,
FN.KMNF.00.?HZ | 2025-07-14T04:58:36.018780Z - 2025-07-14T04:59:36.018780Z,,,,,,,2025-07-14T04:58:41.018780Z,,2025-07-14T04:59:19.338350Z,
FN.RAJF.00.?HZ | 2025-07-14T04:58:46.648880Z - 2025-07-14T04:59:46.648880Z,,,,,,,2025-07-14T04:58:51.648880Z,,,
HE.HEF.00.BHZ | 2025-07-14T04:58:29.258850Z - 2025-07-14T04:59:29.258850Z,,,,,,,2025-07-14T04:58:34.258850Z,,2025-07-14T04:59:13.333640Z,
HE.KEV.00.?HZ | 2025-07-14T04:58:33.241790Z - 2025-07-14T04:59:33.241790Z,,,,,,,2025-07-14T04:58:38.241790Z,,2025-07-14T04:59:14.900640Z,
HE.KIF.00.BHZ | 2025-07-14T04:58:13.197230Z - 2025-07-14T04:59:13.197230Z,,,,,,,2025-07-14T04:58:18.197230Z,,2025-07-14T04:58:39.381360Z,
FN.KLF.00.BHZ | 2025-07-14T04:58:42.701860Z - 2025-07-14T04:59:42.701860Z,,,,,,,2025-07-14T04:58:47.701860Z,,,
FN.KLF.00.BHZ | 2025-07-14T04:59:37.577600Z - 2025-07-14T05:00:37.577600Z,,,,,,,,,2025-07-14T04:59:42.577600Z,
HE.KEF.00.?HZ | 2025-07-10T23:40:42.277820Z - 2025-07-10T23:41:42.277820Z,,,,,,,,,2025-07-10T23:40:47.277820Z,
HE.KPF.00.BHZ | 2025-07-10T23:40:25.415730Z - 2025-07-10T23:41:25.415730Z,,,,,,,,,2025-07-10T23:40:30.415730Z,
HE.OBF0.00.BHZ | 2025-07-10T23:40:16.005550Z - 2025-07-10T23:41:16.005550Z,,,,,,,,,2025-07-10T23:40:21.005550Z,
HE.OBF8.00.BHZ | 2025-07-10T23:39:41.333490Z - 2025-07-10T23:40:41.333490Z,,,,,,,2025-07-10T23:39:46.333490Z,,2025-07-10T23:40:10.356240Z,
HE.RAF.00.BHZ | 2025-07-10T23:40:44.498440Z - 2025-07-10T23:41:44.498440Z,,,,,,,,,2025-07-10T23:40:49.498440Z,
HE.SUF.00.BHZ | 2025-07-10T23:40:49.193950Z - 2025-07-10T23:41:49.193950Z,,,,,,,,,2025-07-10T23:40:54.193950Z,
HE.TOF.00.BHZ | 2025-07-10T23:40:31.708350Z - 2025-07-10T23:41:31.708350Z,,,,,,,,,2025-07-10T23:40:36.708350Z,
HE.TRE03.00.CZ | 2025-07-10T23:40:47.067510Z - 2025-07-10T23:41:47.067510Z,,,,,,,,,2025-07-10T23:40:52.067510Z,
HE.VAF.00.BHZ | 2025-07-10T23:39:41.223860Z - 2025-07-10T23:40:41.223860Z,,,,,,,2025-07-10T23:39:46.223860Z,,2025-07-10T23:40:09.213060Z,
FN.KMNF.00.?HZ | 2025-07-15T05:16:52.642270Z - 2025-07-15T05:17:52.642270Z,,,,,,,2025-07-15T05:16:57.642270Z,,2025-07-15T05:17:36.716940Z,
FN.RAJF.00.?HZ | 2025-07-15T05:17:03.159010Z - 2025-07-15T05:18:03.159010Z,,,,,,,2025-07-15T05:17:08.159010Z,,2025-07-15T05:17:54.335940Z,
HE.HEF.00.BHZ | 2025-07-15T05:16:45.924680Z - 2025-07-15T05:17:45.924680Z,,,,,,,2025-07-15T05:16:50.924680Z,,2025-07-15T05:17:24.043030Z,
HE.KEV.00.?HZ | 2025-07-15T05:16:49.917780Z - 2025-07-15T05:17:49.917780Z,,,,,,,2025-07-15T05:16:54.917780Z,,2025-07-15T05:17:31.569000Z,
HE.KIF.00.BHZ | 2025-07-15T05:16:29.775440Z - 2025-07-15T05:17:29.775440Z,,,,,,,2025-07-15T05:16:34.775440Z,,2025-07-15T05:16:56.296160Z,
FN.KLF.00.BHZ | 2025-07-15T05:16:59.405360Z - 2025-07-15T05:17:59.405360Z,,,,,,,2025-07-15T05:17:04.405360Z,,,
FN.KLF.00.BHZ | 2025-07-15T05:17:54.608690Z - 2025-07-15T05:18:54.608690Z,,,,,,,,,2025-07-15T05:17:59.608690Z,
HE.FIA0.00.?HZ | 2025-07-15T00:15:45.008730Z - 2025-07-15T00:16:45.008730Z,,,,,,,2025-07-15T00:15:50.008730Z,,2025-07-15T00:16:06.406750Z,
HE.FIA1.00.?HZ | 2025-07-15T00:15:45.156810Z - 2025-07-15T00:16:45.156810Z,,,,,,,2025-07-15T00:15:50.156810Z,,2025-07-15T00:16:06.712140Z,
HE.HEL1.00.BHZ | 2025-07-15T00:16:03.832960Z - 2025-07-15T00:17:03.832960Z,,,,,,,,,2025-07-15T00:16:08.832960Z,
HE.KAF.00.?HZ | 2025-07-15T00:16:18.170430Z - 2025-07-15T00:17:18.170430Z,,,,,,,,,2025-07-15T00:16:23.170430Z,
HE.KY02.00.CZ | 2025-07-15T00:15:34.829320Z - 2025-07-15T00:16:34.829320Z,,,,,,,2025-07-15T00:15:39.829320Z,,2025-07-15T00:15:48.316440Z,
HE.KY17.00.CZ | 2025-07-15T00:15:33.398720Z - 2025-07-15T00:16:33.398720Z,,,,,,,2025-07-15T00:15:38.398720Z,,2025-07-15T00:15:45.895670Z,
HE.LAUT.00.BHZ | 2025-07-15T00:16:04.139460Z - 2025-07-15T00:17:04.139460Z,,,,,,,,,2025-07-15T00:16:09.139460Z,
HE.LOVF.00.CZ | 2025-07-15T00:15:33.843860Z - 2025-07-15T00:16:33.843860Z,,,,,,,2025-07-15T00:15:38.843860Z,,2025-07-15T00:15:46.402770Z,
HE.MEF.00.BHZ | 2025-07-15T00:16:10.706440Z - 2025-07-15T00:17:10.706440Z,,,,,,,,,2025-07-15T00:16:15.706440Z,
HE.PVF.00.CZ | 2025-07-15T00:15:37.639740Z - 2025-07-15T00:16:37.639740Z,,,,,,,2025-07-15T00:15:42.639740Z,,2025-07-15T00:15:53.214820Z,
HE.RUF.00.BHZ | 2025-07-15T00:15:45.211470Z - 2025-07-15T00:16:45.211470Z,,,,,,,2025-07-15T00:15:50.211470Z,,2025-07-15T00:16:07.103820Z,
HE.TRE03.00.CZ | 2025-07-15T00:16:24.321550Z - 2025-07-15T00:17:24.321550Z,,,,,,,,,2025-07-15T00:16:29.321550Z,
HE.VJF.00.?HZ | 2025-07-15T00:15:25.673440Z - 2025-07-15T00:16:25.673440Z,,,,,,,2025-07-15T00:15:30.673440Z,,2025-07-15T00:15:32.361440Z,
FN.MSF.00.BHZ | 2025-07-15T20:41:01.529070Z - 2025-07-15T20:42:01.529070Z,,,,,,,2025-07-15T20:41:06.529070Z,,2025-07-15T20:41:26.951610Z,
FN.OLKF.00.BHZ | 2025-07-15T20:40:58.351050Z - 2025-07-15T20:41:58.351050Z,,,,,,,2025-07-15T20:41:03.351050Z,,2025-07-15T20:41:21.843720Z,
FN.RANF.00.?HZ | 2025-07-15T20:41:13.967140Z - 2025-07-15T20:42:13.967140Z,,,,,,,2025-07-15T20:41:18.967140Z,,2025-07-15T20:41:49.210080Z,
FN.RNF.00.BHZ | 2025-07-15T20:41:52.127960Z - 2025-07-15T20:42:52.127960Z,,,,,,,,,2025-07-15T20:41:57.127960Z,
FN.SGF.00.BHZ | 2025-07-15T20:41:56.913270Z - 2025-07-15T20:42:56.913270Z,,,,,,,,,2025-07-15T20:42:01.913270Z,
HE.KU1.00.SHZ | 2025-07-15T20:40:59.530350Z - 2025-07-15T20:41:59.530350Z,,,,,,,2025-07-15T20:41:04.530350Z,,2025-07-15T20:41:24.089780Z,
HE.KU2.00.SHZ | 2025-07-15T20:41:07.422660Z - 2025-07-15T20:42:07.422660Z,,,,,,,2025-07-15T20:41:12.422660Z,,2025-07-15T20:41:37.276120Z,
HE.RMF.00.BHZ | 2025-07-15T20:41:42.560550Z - 2025-07-15T20:42:42.560550Z,,,,,,,,,2025-07-15T20:41:47.560550Z,
HE.VRF.00.BHZ | 2025-07-15T20:41:08.279540Z - 2025-07-15T20:42:08.279540Z,,,,,,,2025-07-15T20:41:13.279540Z,,2025-07-15T20:41:39.273560Z,
HE.OBF0.00.BHZ | 2025-07-18T11:06:26.439750Z - 2025-07-18T11:07:26.439750Z,,,,,,,2025-07-18T11:06:31.439750Z,,2025-07-18T11:06:54.746620Z,
HE.OBF3.00.BHZ | 2025-07-18T11:06:54.042100Z - 2025-07-18T11:07:54.042100Z,,,,,,,,,2025-07-18T11:06:59.042100Z,
HE.OBF8.00.BHZ | 2025-07-18T11:06:21.841410Z - 2025-07-18T11:07:21.841410Z,,,,,,,2025-07-18T11:06:26.841410Z,,2025-07-18T11:06:47.218440Z,
HE.TOF.00.BHZ | 2025-07-18T11:06:58.014300Z - 2025-07-18T11:07:58.014300Z,,,,,,,,,2025-07-18T11:07:03.014300Z,
HE.VAF.00.BHZ | 2025-07-18T11:07:00.209980Z - 2025-07-18T11:08:00.209980Z,,,,,,,,,2025-07-18T11:07:05.209980Z,
FN.KLF.00.BHZ | 2025-07-25T14:03:13.620450Z - 2025-07-25T14:04:13.620450Z,,,,,,,2025-07-25T14:03:18.620450Z,,2025-07-25T14:03:28.146920Z,
FN.OLKF.00.BHZ | 2025-07-25T14:03:29.756640Z - 2025-07-25T14:04:29.756640Z,,,,,,,2025-07-25T14:03:34.756640Z,,2025-07-25T14:03:56.220660Z,
FN.RAJF.00.?HZ | 2025-07-25T14:03:58.951000Z - 2025-07-25T14:04:58.951000Z,,,,,,,,,2025-07-25T14:04:03.951000Z,
FN.RANF.00.?HZ | 2025-07-25T14:03:19.048670Z - 2025-07-25T14:04:19.048670Z,,,,,,,2025-07-25T14:03:24.048670Z,,2025-07-25T14:03:36.876500Z,
FN.RNF.00.BHZ | 2025-07-25T14:03:06.911240Z - 2025-07-25T14:04:06.911240Z,,,,,,,2025-07-25T14:03:11.911240Z,,2025-07-25T14:03:16.328760Z,
FN.SGF.00.BHZ | 2025-07-25T14:03:13.519400Z - 2025-07-25T14:04:13.519400Z,,,,,,,2025-07-25T14:03:18.519400Z,,2025-07-25T14:03:27.616880Z,
HE.HEF.00.BHZ | 2025-07-25T14:03:52.411250Z - 2025-07-25T14:04:52.411250Z,,,,,,,,,2025-07-25T14:03:57.411250Z,
HE.KU1.00.SHZ | 2025-07-25T14:04:02.519630Z - 2025-07-25T14:05:02.519630Z,,,,,,,,,2025-07-25T14:04:07.519630Z,
HE.KU2.00.SHZ | 2025-07-25T14:03:49.578830Z - 2025-07-25T14:04:49.578830Z,,,,,,,,,2025-07-25T14:03:54.578830Z,
HE.TOF.00.BHZ | 2025-07-25T14:03:17.954270Z - 2025-07-25T14:04:17.954270Z,,,,,,,2025-07-25T14:03:22.954270Z,,2025-07-25T14:03:34.508630Z,
HE.VRF.00.BHZ | 2025-07-25T14:03:55.427470Z - 2025-07-25T14:04:55.427470Z,,,,,,,,,2025-07-25T14:04:00.427470Z,
HE.ECKF.00.CZ | 2025-07-27T01:58:11.789590Z - 2025-07-27T01:59:11.789590Z,,,,,,,2025-07-27T01:58:16.789590Z,,2025-07-27T01:58:30.979250Z,
HE.FIA0.00.?HZ | 2025-07-27T01:58:35.566850Z - 2025-07-27T01:59:35.566850Z,,,,,,,2025-07-27T01:58:40.566850Z,,2025-07-27T01:59:13.938520Z,
HE.FIA1.00.?HZ | 2025-07-27T01:58:36.436380Z - 2025-07-27T01:59:36.436380Z,,,,,,,2025-07-27T01:58:41.436380Z,,2025-07-27T01:59:14.245800Z,
HE.HEL5.00.BHZ | 2025-07-27T01:58:19.843180Z - 2025-07-27T01:59:19.843180Z,,,,,,,2025-07-27T01:58:24.843180Z,,,
HE.KAF.00.?HZ | 2025-07-27T01:58:44.277100Z - 2025-07-27T01:59:44.277100Z,,,,,,,2025-07-27T01:58:49.277100Z,,2025-07-27T01:59:27.413000Z,
HE.KEF.00.?HZ | 2025-07-27T01:58:37.721190Z - 2025-07-27T01:59:37.721190Z,,,,,,,2025-07-27T01:58:42.721190Z,,2025-07-27T01:59:15.464680Z,
HE.KORF.00.CZ | 2025-07-27T01:57:53.640310Z - 2025-07-27T01:58:53.640310Z,,,,,,,2025-07-27T01:57:58.640310Z,,2025-07-27T01:58:00.329740Z,
HE.KPF.00.BHZ | 2025-07-27T01:58:23.422550Z - 2025-07-27T01:59:23.422550Z,,,,,,,2025-07-27T01:58:28.422550Z,,2025-07-27T01:58:51.288150Z,
HE.LAUT.00.BHN | 2025-07-27T01:58:42.825680Z - 2025-07-27T01:59:42.825680Z,,,,,,,,,2025-07-27T01:58:47.825680Z,
HE.MEF.00.BHZ | 2025-07-27T01:58:16.775150Z - 2025-07-27T01:59:16.775150Z,,,,,,,2025-07-27T01:58:21.775150Z,,,
HE.NUR.00.SHN | 2025-07-27T01:58:39.093140Z - 2025-07-27T01:59:39.093140Z,,,,,,,,,2025-07-27T01:58:44.093140Z,
HE.PVF.00.CZ | 2025-07-27T01:58:30.242760Z - 2025-07-27T01:59:30.242760Z,,,,,,,2025-07-27T01:58:35.242760Z,,2025-07-27T01:59:01.069810Z,
HE.RAF.00.BHZ | 2025-07-27T01:58:09.048690Z - 2025-07-27T01:59:09.048690Z,,,,,,,2025-07-27T01:58:14.048690Z,,2025-07-27T01:58:25.898450Z,
HE.TRE03.00.CZ | 2025-07-27T01:58:27.249180Z - 2025-07-27T01:59:27.249180Z,,,,,,,2025-07-27T01:58:32.249180Z,,2025-07-27T01:58:57.441040Z,
HE.TVF.00.BHZ | 2025-07-27T01:58:07.176110Z - 2025-07-27T01:59:07.176110Z,,,,,,,2025-07-27T01:58:12.176110Z,,2025-07-27T01:58:22.940900Z,
UP.AAL.00.BHZ | 2025-07-27T01:58:07.459990Z - 2025-07-27T01:59:07.459990Z,,,,,,,2025-07-27T01:58:12.459990Z,,2025-07-27T01:58:23.418450Z,
HE.FIA0.00.?HZ | 2025-07-29T07:11:37.125320Z - 2025-07-29T07:12:37.125320Z,,,,,,,2025-07-29T07:11:42.125320Z,,2025-07-29T07:11:58.161510Z,
HE.FIA1.00.?HZ | 2025-07-29T07:11:37.097180Z - 2025-07-29T07:12:37.097180Z,,,,,,,2025-07-29T07:11:42.097180Z,,2025-07-29T07:11:58.161510Z,
HE.HEL5.00.BHZ | 2025-07-29T07:11:40.278260Z - 2025-07-29T07:12:40.278260Z,,,,,,,2025-07-29T07:11:45.278260Z,,2025-07-29T07:12:03.387990Z,
HE.KAF.00.?HZ | 2025-07-29T07:11:46.845940Z - 2025-07-29T07:12:46.845940Z,,,,,,,2025-07-29T07:11:51.845940Z,,2025-07-29T07:12:15.425710Z,
HE.KUNI.00.BHZ | 2025-07-29T07:11:55.208030Z - 2025-07-29T07:12:55.208030Z,,,,,,,,,2025-07-29T07:12:00.208030Z,
HE.KY02.00.CZ | 2025-07-29T07:11:26.853930Z - 2025-07-29T07:12:26.853930Z,,,,,,,2025-07-29T07:11:31.853930Z,,2025-07-29T07:11:40.485290Z,
HE.LOVF.00.CZ | 2025-07-29T07:11:25.957050Z - 2025-07-29T07:12:25.957050Z,,,,,,,2025-07-29T07:11:30.957050Z,,2025-07-29T07:11:38.448750Z,
HE.MEF.00.BHZ | 2025-07-29T07:11:42.699100Z - 2025-07-29T07:12:42.699100Z,,,,,,,2025-07-29T07:11:47.699100Z,,2025-07-29T07:12:07.865170Z,
HE.NUR.00.SHZ | 2025-07-29T07:11:40.561790Z - 2025-07-29T07:12:40.561790Z,,,,,,,2025-07-29T07:11:45.561790Z,,2025-07-29T07:12:03.089430Z,
HE.PVF.00.CZ | 2025-07-29T07:11:29.785430Z - 2025-07-29T07:12:29.785430Z,,,,,,,2025-07-29T07:11:34.785430Z,,2025-07-29T07:11:45.153520Z,
HE.RUF.00.BHZ | 2025-07-29T07:11:37.482150Z - 2025-07-29T07:12:37.482150Z,,,,,,,2025-07-29T07:11:42.482150Z,,2025-07-29T07:11:59.212380Z,
HE.TRE03.00.CZ | 2025-07-29T07:11:50.373420Z - 2025-07-29T07:12:50.373420Z,,,,,,,2025-07-29T07:11:55.373420Z,,2025-07-29T07:12:20.257180Z,
HE.VJF.00.?HZ | 2025-07-29T07:11:17.900160Z - 2025-07-29T07:12:17.900160Z,,,,,,,2025-07-29T07:11:22.900160Z,,2025-07-29T07:11:24.631680Z,
HE.FIA0.00.?HZ | 2025-07-30T08:18:03.417150Z - 2025-07-30T08:19:03.417150Z,,,,,,,2025-07-30T08:18:08.417150Z,,2025-07-30T08:18:24.226300Z,
HE.FIA1.00.?HZ | 2025-07-30T08:18:03.417150Z - 2025-07-30T08:19:03.417150Z,,,,,,,2025-07-30T08:18:08.417150Z,,2025-07-30T08:18:24.226300Z,
HE.KY02.00.CZ | 2025-07-30T08:17:52.923450Z - 2025-07-30T08:18:52.923450Z,,,,,,,2025-07-30T08:17:57.923450Z,,2025-07-30T08:18:06.158700Z,
HE.LOVF.00.CZ | 2025-07-30T08:17:51.753670Z - 2025-07-30T08:18:51.753670Z,,,,,,,2025-07-30T08:17:56.753670Z,,2025-07-30T08:18:03.981620Z,
HE.PVF.00.CZ | 2025-07-30T08:17:55.476150Z - 2025-07-30T08:18:55.476150Z,,,,,,,2025-07-30T08:18:00.476150Z,,2025-07-30T08:18:10.748450Z,
HE.RUF.00.BHZ | 2025-07-30T08:18:19.881980Z - 2025-07-30T08:19:19.881980Z,,,,,,,,,2025-07-30T08:18:24.881980Z,
HE.VJF.00.?HZ | 2025-07-30T08:17:43.720600Z - 2025-07-30T08:18:43.720600Z,,,,,,,2025-07-30T08:17:48.720600Z,,2025-07-30T08:17:50.488490Z,
HE.ECKF.00.CZ | 2025-07-29T21:32:23.726660Z - 2025-07-29T21:33:23.726660Z,,,,,,,,,2025-07-29T21:32:28.726660Z,
HE.KORF.00.CZ | 2025-07-29T21:31:54.228610Z - 2025-07-29T21:32:54.228610Z,,,,,,,2025-07-29T21:31:59.228610Z,,2025-07-29T21:32:00.302100Z,
HE.KPF.00.BHZ | 2025-07-29T21:32:48.766990Z - 2025-07-29T21:33:48.766990Z,,,,,,,,,2025-07-29T21:32:53.766990Z,
HE.MEF.00.BHZ | 2025-07-29T21:32:39.135480Z - 2025-07-29T21:33:39.135480Z,,,,,,,,,2025-07-29T21:32:44.135480Z,
HE.PVF.00.CZ | 2025-07-29T21:33:01.239590Z - 2025-07-29T21:34:01.239590Z,,,,,,,,,2025-07-29T21:33:06.239590Z,
HE.RAF.00.BHZ | 2025-07-29T21:32:11.318460Z - 2025-07-29T21:33:11.318460Z,,,,,,,2025-07-29T21:32:16.318460Z,,2025-07-29T21:32:28.891530Z,
HE.TRE03.00.CZ | 2025-07-29T21:32:29.352100Z - 2025-07-29T21:33:29.352100Z,,,,,,,2025-07-29T21:32:34.352100Z,,2025-07-29T21:33:00.181340Z,
HE.TVF.00.BHZ | 2025-07-29T21:32:21.931470Z - 2025-07-29T21:33:21.931470Z,,,,,,,,,2025-07-29T21:32:26.931470Z,
