file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.KLF.00.BHZ | 2025-01-01T09:21:58.961627Z - 2025-01-01T09:22:58.961627Z,,,,,,,2025-01-01T09:22:07.766970Z,,2025-01-01T09:22:17.997750Z,
HE.MEF.00.BHZ | 2025-06-29T20:15:36.312750Z - 2025-06-29T20:16:36.312750Z,,,,,,,2025-06-29T20:15:50.594950Z,,2025-06-29T20:16:08.401630Z,
HE.NIF.00.BHZ | 2025-06-29T20:16:00.783598Z - 2025-06-29T20:17:00.783598Z,,,,,,,2025-06-29T20:16:07.245250Z,,2025-06-29T20:16:37.196760Z,
HE.NUR.00.SHZ | 2025-06-29T20:15:09.073110Z - 2025-06-29T20:16:09.073110Z,,,,,,,2025-06-29T20:15:45.914500Z,,2025-06-29T20:16:00.087670Z,
HE.PVF.00.CZ | 2025-06-29T20:15:25.042205Z - 2025-06-29T20:16:25.042205Z,,,,,,,2025-06-29T20:15:37.668390Z,,2025-06-29T20:15:46.491120Z,
HE.RAF.00.BHZ | 2025-06-29T20:15:53.298033Z - 2025-06-29T20:16:53.298033Z,,,,,,,2025-06-29T20:16:05.946570Z,,2025-06-29T20:16:35.353590Z,
HE.RUF.00.BHZ | 2025-06-29T20:15:08.260139Z - 2025-06-29T20:16:08.260139Z,,,,,,,,,2025-06-29T20:16:02.929150Z,
HE.SUF.00.BHZ | 2025-06-29T20:16:03.794969Z - 2025-06-29T20:17:03.794969Z,,,,,,,,,2025-06-29T20:16:14.257330Z,
HE.TRE03.00.CZ | 2025-06-29T20:15:19.382529Z - 2025-06-29T20:16:19.382529Z,,,,,,,2025-06-29T20:15:47.752040Z,,,
HE.VJF.00.?HZ | 2025-06-29T20:15:34.296870Z - 2025-06-29T20:16:34.296870Z,,,,,,,2025-06-29T20:15:39.989430Z,,2025-06-29T20:15:50.531270Z,
FN.KLF.00.BHZ | 2025-06-29T23:33:08.121264Z - 2025-06-29T23:34:08.121264Z,,,,,,,2025-06-29T23:33:23.597170Z,,2025-06-29T23:33:57.219480Z,
FN.MSF.00.BHZ | 2025-06-29T23:34:13.435450Z - 2025-06-29T23:35:13.435450Z,,,,,,,,,2025-06-29T23:34:23.706760Z,
FN.OLKF.00.BHZ | 2025-06-29T23:33:41.417305Z - 2025-06-29T23:34:41.417305Z,,,,,,,,,2025-06-29T23:34:28.372920Z,
FN.OUL.00.BHZ | 2025-06-29T23:33:13.975902Z - 2025-06-29T23:34:13.975902Z,,,,,,,2025-06-29T23:33:19.890260Z,,2025-06-29T23:33:50.262920Z,
FN.RANF.00.?HZ | 2025-06-29T23:33:09.809490Z - 2025-06-29T23:34:09.809490Z,,,,,,,2025-06-29T23:33:28.023820Z,,2025-06-29T23:34:02.492800Z,
FN.RNF.00.BHZ | 2025-06-29T23:32:33.518146Z - 2025-06-29T23:33:33.518146Z,,,,,,,2025-06-29T23:33:27.425040Z,,,
FN.SGF.00.BHZ | 2025-06-29T23:33:55.721602Z - 2025-06-29T23:34:55.721602Z,,,,,,,,,2025-06-29T23:34:17.119250Z,
HE.HEF.00.BHE | 2025-06-29T23:33:27.565619Z - 2025-06-29T23:34:27.565619Z,,,,,,,,,2025-06-29T23:34:20.138530Z,
HE.KAF.00.?HZ | 2025-06-29T23:33:43.897328Z - 2025-06-29T23:34:43.897328Z,,,,,,,,,2025-06-29T23:34:25.628120Z,
HE.KEF.00.?HZ | 2025-06-29T23:33:33.583283Z - 2025-06-29T23:34:33.583283Z,,,,,,,,,2025-06-29T23:34:15.419860Z,
HE.KJNF.00.CZ | 2025-06-29T23:33:43.838611Z - 2025-06-29T23:34:43.838611Z,,,,,,,,,2025-06-29T23:34:10.531740Z,
HE.KPF.00.BHZ | 2025-06-29T23:33:50.386024Z - 2025-06-29T23:34:50.386024Z,,,,,,,,,2025-06-29T23:34:15.066650Z,
HE.KU1.00.SHZ | 2025-06-29T23:33:53.602842Z - 2025-06-29T23:34:53.602842Z,,,,,,,,,2025-06-29T23:34:27.275000Z,
HE.KU2.00.SHZ | 2025-06-29T23:33:59.197893Z - 2025-06-29T23:34:59.197893Z,,,,,,,,,2025-06-29T23:34:15.060660Z,
HE.KU6.00.BHZ | 2025-06-29T23:34:23.154921Z - 2025-06-29T23:35:23.154921Z,,,,,,,,,2025-06-29T23:34:31.991740Z,
HE.OBF0.00.BHZ | 2025-06-29T23:33:03.677690Z - 2025-06-29T23:34:03.677690Z,,,,,,,2025-06-29T23:33:11.152630Z,,2025-06-29T23:33:34.996690Z,
HE.OBF3.00.BHZ | 2025-06-29T23:33:04.021664Z - 2025-06-29T23:34:04.021664Z,,,,,,,2025-06-29T23:33:13.406530Z,,2025-06-29T23:33:38.528560Z,
HE.OBF8.00.BHZ | 2025-06-29T23:32:51.379610Z - 2025-06-29T23:33:51.379610Z,,,,,,,2025-06-29T23:33:07.111400Z,,2025-06-29T23:33:27.333210Z,
HE.SUF.00.BHZ | 2025-06-29T23:33:39.334549Z - 2025-06-29T23:34:39.334549Z,,,,,,,,,2025-06-29T23:34:14.801820Z,
HE.TOF.00.BHZ | 2025-06-29T23:33:00.232607Z - 2025-06-29T23:34:00.232607Z,,,,,,,2025-06-29T23:33:14.675150Z,,2025-06-29T23:33:42.465140Z,
HE.VAF.00.BHZ | 2025-06-29T23:33:01.854131Z - 2025-06-29T23:34:01.854131Z,,,,,,,2025-06-29T23:33:17.508410Z,,2025-06-29T23:33:45.665130Z,
FN.OUL.00.BHZ | 2025-06-28T15:42:14.912410Z - 2025-06-28T15:43:14.912410Z,,,,,,,,,2025-06-28T15:42:42.079860Z,
HE.ALAJF.00.?HZ | 2025-06-28T15:41:40.286494Z - 2025-06-28T15:42:40.286494Z,,,,,,,2025-06-28T15:41:56.470700Z,,2025-06-28T15:42:15.542910Z,
HE.KAF.00.?HZ | 2025-06-28T15:42:03.642059Z - 2025-06-28T15:43:03.642059Z,,,,,,,2025-06-28T15:42:19.681610Z,,2025-06-28T15:42:56.285840Z,
HE.KEF.00.?HZ | 2025-06-28T15:42:02.449488Z - 2025-06-28T15:43:02.449488Z,,,,,,,2025-06-28T15:42:10.519610Z,,2025-06-28T15:42:40.412260Z,
HE.KPF.00.BHZ | 2025-06-28T15:41:42.766602Z - 2025-06-28T15:42:42.766602Z,,,,,,,2025-06-28T15:42:04.207670Z,,2025-06-28T15:42:28.567010Z,
HE.NIF.00.BHZ | 2025-06-28T15:42:30.525261Z - 2025-06-28T15:43:30.525261Z,,,,,,,,,2025-06-28T15:43:01.104470Z,
HE.OBF0.00.BHZ | 2025-06-28T15:41:28.570889Z - 2025-06-28T15:42:28.570889Z,,,,,,,2025-06-28T15:41:58.308550Z,,2025-06-28T15:42:19.005690Z,
HE.OBF3.00.BHZ | 2025-06-28T15:41:34.461881Z - 2025-06-28T15:42:34.461881Z,,,,,,,2025-06-28T15:42:03.553170Z,,2025-06-28T15:42:29.069070Z,
HE.OBF8.00.BHZ | 2025-06-28T15:41:15.554809Z - 2025-06-28T15:42:15.554809Z,,,,,,,2025-06-28T15:41:51.861820Z,,2025-06-28T15:42:07.966450Z,
HE.RAF.00.BHZ | 2025-06-28T15:42:02.879605Z - 2025-06-28T15:43:02.879605Z,,,,,,,2025-06-28T15:42:16.712090Z,,2025-06-28T15:42:51.570830Z,
HE.SUF.00.BHZ | 2025-06-28T15:42:06.710945Z - 2025-06-28T15:43:06.710945Z,,,,,,,2025-06-28T15:42:13.640890Z,,2025-06-28T15:42:45.491960Z,
HE.TOF.00.BHZ | 2025-06-28T15:42:09.849976Z - 2025-06-28T15:43:09.849976Z,,,,,,,,,2025-06-28T15:42:47.551300Z,
HE.TRE03.00.CZ | 2025-06-28T15:42:20.634077Z - 2025-06-28T15:43:20.634077Z,,,,,,,,,2025-06-28T15:42:46.783060Z,
HE.VAF.00.BHZ | 2025-06-28T15:41:42.549038Z - 2025-06-28T15:42:42.549038Z,,,,,,,2025-06-28T15:41:48.016580Z,,2025-06-28T15:42:00.950140Z,
HE.ECKF.00.CZ | 2025-06-30T00:58:37.042502Z - 2025-06-30T00:59:37.042502Z,,,,,,,,,2025-06-30T00:59:21.011560Z,
HE.KPF.00.BHZ | 2025-06-30T00:58:49.794128Z - 2025-06-30T00:59:49.794128Z,,,,,,,2025-06-30T00:59:00.276390Z,,2025-06-30T00:59:27.273660Z,
HE.RAF.00.BHZ | 2025-06-30T00:58:51.911231Z - 2025-06-30T00:59:51.911231Z,,,,,,,2025-06-30T00:59:00.432390Z,,2025-06-30T00:59:29.600440Z,
HE.VAF.00.BHZ | 2025-06-30T00:58:56.076506Z - 2025-06-30T00:59:56.076506Z,,,,,,,2025-06-30T00:59:07.447140Z,,2025-06-30T00:59:40.049970Z,
UP.AAL.00.BHN | 2025-06-30T00:58:59.057012Z - 2025-06-30T00:59:59.057012Z,,,,,,,,,2025-06-30T00:59:26.425350Z,
HE.ALAJF.00.?HZ | 2025-06-15T21:38:15.664882Z - 2025-06-15T21:39:15.664882Z,,,,,,,,,2025-06-15T21:38:44.578990Z,
HE.KPF.00.BHZ | 2025-06-15T21:37:31.809268Z - 2025-06-15T21:38:31.809268Z,,,,,,,2025-06-15T21:37:55.061070Z,,2025-06-15T21:38:21.671930Z,
HE.OBF8.00.BHZ | 2025-06-15T21:38:03.736067Z - 2025-06-15T21:39:03.736067Z,,,,,,,,,2025-06-15T21:38:47.190000Z,
HE.VAF.00.BHZ | 2025-06-15T21:37:46.170371Z - 2025-06-15T21:38:46.170371Z,,,,,,,2025-06-15T21:37:56.040000Z,,2025-06-15T21:38:26.254190Z,
FN.MSF.00.BHZ | 2025-06-30T06:29:26.170959Z - 2025-06-30T06:30:26.170959Z,,,,,,,2025-06-30T06:29:33.616460Z,,2025-06-30T06:29:56.980630Z,
FN.OLKF.00.BHZ | 2025-06-30T06:29:21.628299Z - 2025-06-30T06:30:21.628299Z,,,,,,,2025-06-30T06:29:30.208550Z,,2025-06-30T06:29:51.017680Z,
FN.OUL.00.BHZ | 2025-06-30T06:29:50.042830Z - 2025-06-30T06:30:50.042830Z,,,,,,,2025-06-30T06:29:55.136900Z,,2025-06-30T06:30:45.012020Z,
FN.RAJF.00.?HZ | 2025-06-30T06:29:32.935854Z - 2025-06-30T06:30:32.935854Z,,,,,,,2025-06-30T06:29:48.176980Z,,2025-06-30T06:30:27.679130Z,
FN.RANF.00.?HZ | 2025-06-30T06:29:39.732545Z - 2025-06-30T06:30:39.732545Z,,,,,,,2025-06-30T06:29:46.218190Z,,2025-06-30T06:30:24.872030Z,
FN.RNF.00.BHZ | 2025-06-30T06:29:41.957536Z - 2025-06-30T06:30:41.957536Z,,,,,,,2025-06-30T06:29:52.653700Z,,2025-06-30T06:30:33.642520Z,
FN.SGF.00.BHZ | 2025-06-30T06:29:35.285732Z - 2025-06-30T06:30:35.285732Z,,,,,,,2025-06-30T06:29:51.402500Z,,2025-06-30T06:30:22.593410Z,
HE.KU1.00.SHZ | 2025-06-30T06:29:24.025984Z - 2025-06-30T06:30:24.025984Z,,,,,,,2025-06-30T06:29:32.579920Z,,2025-06-30T06:29:55.012030Z,
HE.KU2.00.SHZ | 2025-06-30T06:29:22.393713Z - 2025-06-30T06:30:22.393713Z,,,,,,,2025-06-30T06:29:39.798180Z,,2025-06-30T06:30:08.757430Z,
HE.KU6.00.BHZ | 2025-06-30T06:28:55.864410Z - 2025-06-30T06:29:55.864410Z,,,,,,,2025-06-30T06:29:27.525240Z,,2025-06-30T06:29:46.472110Z,
HE.RMF.00.BHZ | 2025-06-30T06:29:40.641617Z - 2025-06-30T06:30:40.641617Z,,,,,,,2025-06-30T06:29:47.225620Z,,2025-06-30T06:30:19.498840Z,
HE.VRF.00.BHZ | 2025-06-30T06:29:22.704434Z - 2025-06-30T06:30:22.704434Z,,,,,,,2025-06-30T06:29:36.557470Z,,2025-06-30T06:30:04.055940Z,
HE.ECKF.00.CZ | 2025-06-30T21:48:09.438070Z - 2025-06-30T21:49:09.438070Z,,,,,,,2025-06-30T21:48:24.188750Z,,2025-06-30T21:48:53.343540Z,
HE.KORF.00.CZ | 2025-06-30T21:48:30.448393Z - 2025-06-30T21:49:30.448393Z,,,,,,,,,2025-06-30T21:49:24.086100Z,
HE.RAF.00.BHZ | 2025-06-30T21:49:17.200968Z - 2025-06-30T21:50:17.200968Z,,,,,,,,,2025-06-30T21:49:34.287910Z,
UP.AAL.00.BHZ | 2025-06-30T21:48:18.040842Z - 2025-06-30T21:49:18.040842Z,,,,,,,2025-06-30T21:48:28.727170Z,,2025-06-30T21:49:00.206310Z,
HE.FIA0.00.?HZ | 2025-07-01T21:23:52.380737Z - 2025-07-01T21:24:52.380737Z,,,,,,,2025-07-01T21:24:05.893250Z,,2025-07-01T21:24:15.239880Z,
HE.FIA1.00.?HZ | 2025-07-01T21:23:33.859378Z - 2025-07-01T21:24:33.859378Z,,,,,,,2025-07-01T21:24:05.947590Z,,2025-07-01T21:24:15.256440Z,
HE.KAF.00.?HZ | 2025-07-01T21:23:55.676896Z - 2025-07-01T21:24:55.676896Z,,,,,,,2025-07-01T21:24:17.918390Z,,2025-07-01T21:24:36.145350Z,
HE.KEF.00.?HZ | 2025-07-01T21:24:00.283085Z - 2025-07-01T21:25:00.283085Z,,,,,,,2025-07-01T21:24:21.258100Z,,2025-07-01T21:24:41.014450Z,
HE.KY02.00.CZ | 2025-07-01T21:23:11.763810Z - 2025-07-01T21:24:11.763810Z,,,,,,,2025-07-01T21:24:00.640700Z,,2025-07-01T21:24:05.897710Z,
HE.KY17.00.CZ | 2025-07-01T21:23:45.769750Z - 2025-07-01T21:24:45.769750Z,,,,,,,2025-07-01T21:24:02.581880Z,,2025-07-01T21:24:09.173030Z,
HE.LOVF.00.CZ | 2025-07-01T21:23:11.868755Z - 2025-07-01T21:24:11.868755Z,,,,,,,2025-07-01T21:23:59.204410Z,,2025-07-01T21:24:03.460590Z,
HE.MEF.00.BHZ | 2025-07-01T21:23:42.657551Z - 2025-07-01T21:24:42.657551Z,,,,,,,,,2025-07-01T21:24:23.587900Z,
HE.NUR.00.SHZ | 2025-07-01T21:23:48.180724Z - 2025-07-01T21:24:48.180724Z,,,,,,,2025-07-01T21:24:06.417920Z,,2025-07-01T21:24:15.923980Z,
HE.PVF.00.CZ | 2025-07-01T21:23:19.713733Z - 2025-07-01T21:24:19.713733Z,,,,,,,2025-07-01T21:23:57.288790Z,,2025-07-01T21:24:00.438050Z,
HE.RUF.00.BHZ | 2025-07-01T21:23:53.562510Z - 2025-07-01T21:24:53.562510Z,,,,,,,,,2025-07-01T21:24:41.027750Z,
HE.TRE03.00.CZ | 2025-07-01T21:23:57.885195Z - 2025-07-01T21:24:57.885195Z,,,,,,,2025-07-01T21:24:16.340240Z,,2025-07-01T21:24:32.378510Z,
HE.VJF.00.?HZ | 2025-07-01T21:24:00.704689Z - 2025-07-01T21:25:00.704689Z,,,,,,,2025-07-01T21:24:06.893200Z,,2025-07-01T21:24:16.687200Z,
FN.MSF.00.BHZ | 2025-07-02T05:46:52.748836Z - 2025-07-02T05:47:52.748836Z,,,,,,,2025-07-02T05:47:12.203170Z,,2025-07-02T05:47:17.295340Z,
FN.OLKF.00.BHZ | 2025-07-02T05:46:31.904573Z - 2025-07-02T05:47:31.904573Z,,,,,,,2025-07-02T05:47:15.468670Z,,2025-07-02T05:47:22.716370Z,
FN.OUL.00.BHZ | 2025-07-02T05:47:13.413885Z - 2025-07-02T05:48:13.413885Z,,,,,,,2025-07-02T05:47:36.097570Z,,2025-07-02T05:47:58.653450Z,
FN.RANF.00.?HZ | 2025-07-02T05:47:06.848707Z - 2025-07-02T05:48:06.848707Z,,,,,,,2025-07-02T05:47:27.948520Z,,2025-07-02T05:47:43.765890Z,
FN.RNF.00.BHZ | 2025-07-02T05:47:16.409529Z - 2025-07-02T05:48:16.409529Z,,,,,,,2025-07-02T05:47:35.502350Z,,2025-07-02T05:47:57.778160Z,
FN.SGF.00.BHZ | 2025-07-02T05:47:40.110982Z - 2025-07-02T05:48:40.110982Z,,,,,,,,,2025-07-02T05:48:07.974520Z,
HE.KJNF.00.CZ | 2025-07-02T05:47:17.794683Z - 2025-07-02T05:48:17.794683Z,,,,,,,,,2025-07-02T05:47:59.265830Z,
HE.KU1.00.SHZ | 2025-07-02T05:46:59.233082Z - 2025-07-02T05:47:59.233082Z,,,,,,,2025-07-02T05:47:10.816200Z,,2025-07-02T05:47:14.784890Z,
HE.KU2.00.SHZ | 2025-07-02T05:47:01.572486Z - 2025-07-02T05:48:01.572486Z,,,,,,,2025-07-02T05:47:17.531910Z,,2025-07-02T05:47:26.266500Z,
HE.KU6.00.BHZ | 2025-07-02T05:46:24.602707Z - 2025-07-02T05:47:24.602707Z,,,,,,,2025-07-02T05:47:10.137450Z,,2025-07-02T05:47:13.650570Z,
HE.NIF.00.BHZ | 2025-07-02T05:47:40.090781Z - 2025-07-02T05:48:40.090781Z,,,,,,,,,2025-07-02T05:48:21.495790Z,
HE.OBF3.00.BHZ | 2025-07-02T05:47:47.479723Z - 2025-07-02T05:48:47.479723Z,,,,,,,,,2025-07-02T05:48:15.225330Z,
HE.RMF.00.BHZ | 2025-07-02T05:47:08.646713Z - 2025-07-02T05:48:08.646713Z,,,,,,,2025-07-02T05:47:32.741510Z,,2025-07-02T05:47:52.458320Z,
HE.TOF.00.BHZ | 2025-07-02T05:47:28.467300Z - 2025-07-02T05:48:28.467300Z,,,,,,,2025-07-02T05:47:42.377060Z,,2025-07-02T05:48:12.878930Z,
HE.VRF.00.BHZ | 2025-07-02T05:47:31.301246Z - 2025-07-02T05:48:31.301246Z,,,,,,,2025-07-02T05:47:38.673010Z,,2025-07-02T05:48:03.474710Z,
FN.OUL.00.BHZ | 2025-07-03T17:19:09.710142Z - 2025-07-03T17:20:09.710142Z,,,,,,,2025-07-03T17:19:14.805260Z,,2025-07-03T17:19:30.331000Z,
HE.ALAJF.00.?HZ | 2025-07-03T17:18:21.471575Z - 2025-07-03T17:19:21.471575Z,,,,,,,2025-07-03T17:19:09.873530Z,,,
HE.FIA0.00.?HZ | 2025-07-03T17:19:21.602135Z - 2025-07-03T17:20:21.602135Z,,,,,,,2025-07-03T17:19:34.821900Z,,2025-07-03T17:20:06.559030Z,
HE.FIA1.00.?HZ | 2025-07-03T17:19:22.533216Z - 2025-07-03T17:20:22.533216Z,,,,,,,2025-07-03T17:19:34.821900Z,,2025-07-03T17:20:06.655290Z,
HE.KAF.00.?HZ | 2025-07-03T17:19:11.526899Z - 2025-07-03T17:20:11.526899Z,,,,,,,2025-07-03T17:19:25.396400Z,,2025-07-03T17:19:49.222940Z,
HE.KEF.00.?HZ | 2025-07-03T17:19:14.088234Z - 2025-07-03T17:20:14.088234Z,,,,,,,2025-07-03T17:19:23.347630Z,,2025-07-03T17:19:45.426770Z,
HE.KJNF.00.CZ | 2025-07-03T17:19:02.584256Z - 2025-07-03T17:20:02.584256Z,,,,,,,2025-07-03T17:19:13.460170Z,,2025-07-03T17:19:28.060360Z,
HE.KPF.00.BHZ | 2025-07-03T17:19:16.629185Z - 2025-07-03T17:20:16.629185Z,,,,,,,2025-07-03T17:19:34.106650Z,,2025-07-03T17:20:07.185750Z,
HE.KU2.00.SHZ | 2025-07-03T17:19:48.838118Z - 2025-07-03T17:20:48.838118Z,,,,,,,,,2025-07-03T17:19:59.297490Z,
HE.NIF.00.BHZ | 2025-07-03T17:18:46.729432Z - 2025-07-03T17:19:46.729432Z,,,,,,,2025-07-03T17:19:15.921620Z,,2025-07-03T17:19:32.514280Z,
HE.OBF0.00.BHZ | 2025-07-03T17:18:51.717584Z - 2025-07-03T17:19:51.717584Z,,,,,,,2025-07-03T17:19:06.333670Z,,2025-07-03T17:19:15.703730Z,
HE.OBF3.00.BHZ | 2025-07-03T17:18:45.382104Z - 2025-07-03T17:19:45.382104Z,,,,,,,2025-07-03T17:19:09.855330Z,,2025-07-03T17:19:21.610500Z,
HE.OBF8.00.BHZ | 2025-07-03T17:18:55.580723Z - 2025-07-03T17:19:55.580723Z,,,,,,,2025-07-03T17:19:08.723690Z,,2025-07-03T17:19:19.589110Z,
HE.OUF.00.BHZ | 2025-07-03T17:18:41.945656Z - 2025-07-03T17:19:41.945656Z,,,,,,,,,2025-07-03T17:19:09.635760Z,
HE.RMF.00.BHZ | 2025-07-03T17:19:09.216705Z - 2025-07-03T17:20:09.216705Z,,,,,,,2025-07-03T17:19:28.716430Z,,2025-07-03T17:19:53.776860Z,
HE.SUF.00.BHZ | 2025-07-03T17:19:00.216557Z - 2025-07-03T17:20:00.216557Z,,,,,,,2025-07-03T17:19:15.542470Z,,2025-07-03T17:19:31.848530Z,
HE.TOF.00.BHZ | 2025-07-03T17:19:06.547156Z - 2025-07-03T17:20:06.547156Z,,,,,,,,,2025-07-03T17:19:58.790660Z,
HE.TRE03.00.CZ | 2025-07-03T17:19:35.332820Z - 2025-07-03T17:20:35.332820Z,,,,,,,,,2025-07-03T17:20:03.404840Z,
HE.VAF.00.BHZ | 2025-07-03T17:19:13.081272Z - 2025-07-03T17:20:13.081272Z,,,,,,,2025-07-03T17:19:18.310790Z,,2025-07-03T17:19:36.308330Z,
FN.KLF.00.BHZ | 2025-07-03T14:41:34.681414Z - 2025-07-03T14:42:34.681414Z,,,,,,,2025-07-03T14:42:05.659620Z,,2025-07-03T14:42:26.912200Z,
FN.KMNF.00.?HZ | 2025-07-03T14:41:32.349999Z - 2025-07-03T14:42:32.349999Z,,,,,,,2025-07-03T14:41:59.272660Z,,2025-07-03T14:42:15.577780Z,
FN.RAJF.00.?HZ | 2025-07-03T14:41:53.046157Z - 2025-07-03T14:42:53.046157Z,,,,,,,2025-07-03T14:42:08.307920Z,,2025-07-03T14:42:30.544550Z,
FN.RNF.00.BHZ | 2025-07-03T14:42:03.786885Z - 2025-07-03T14:43:03.786885Z,,,,,,,2025-07-03T14:42:18.995140Z,,2025-07-03T14:42:50.948600Z,
FN.SGF.00.BHZ | 2025-07-03T14:41:45.800651Z - 2025-07-03T14:42:45.800651Z,,,,,,,2025-07-03T14:42:08.514390Z,,2025-07-03T14:42:32.049240Z,
HE.HEF.00.BHZ | 2025-07-03T14:41:30.892317Z - 2025-07-03T14:42:30.892317Z,,,,,,,2025-07-03T14:41:46.052170Z,,2025-07-03T14:41:52.573440Z,
HE.KEV.00.?HZ | 2025-07-03T14:41:46.612914Z - 2025-07-03T14:42:46.612914Z,,,,,,,2025-07-03T14:42:03.104450Z,,2025-07-03T14:42:22.304750Z,
HE.KIF.00.BHZ | 2025-07-03T14:41:46.010137Z - 2025-07-03T14:42:46.010137Z,,,,,,,2025-07-03T14:41:53.799350Z,,2025-07-03T14:42:06.077490Z,
HE.VRF.00.BHZ | 2025-07-03T14:42:42.216997Z - 2025-07-03T14:43:42.216997Z,,,,,,,,,2025-07-03T14:42:51.459170Z,
HE.FIA0.00.?HZ | 2025-07-01T19:27:27.318262Z - 2025-07-01T19:28:27.318262Z,,,,,,,,,2025-07-01T19:28:04.091910Z,
HE.FIA1.00.?HZ | 2025-07-01T19:27:14.836151Z - 2025-07-01T19:28:14.836151Z,,,,,,,,,2025-07-01T19:28:04.091910Z,
HE.KY02.00.CZ | 2025-07-01T19:27:08.579903Z - 2025-07-01T19:28:08.579903Z,,,,,,,,,2025-07-01T19:27:56.535900Z,
HE.KY17.00.CZ | 2025-07-01T19:27:25.815248Z - 2025-07-01T19:28:25.815248Z,,,,,,,,,2025-07-01T19:27:59.521540Z,
HE.LOVF.00.CZ | 2025-07-01T19:27:39.504067Z - 2025-07-01T19:28:39.504067Z,,,,,,,2025-07-01T19:27:45.048450Z,,2025-07-01T19:27:47.930000Z,
HE.PVF.00.CZ | 2025-07-01T19:27:35.607991Z - 2025-07-01T19:28:35.607991Z,,,,,,,2025-07-01T19:27:42.885990Z,,2025-07-01T19:27:44.073890Z,
HE.FIA0.00.?HZ | 2025-07-04T15:30:45.924502Z - 2025-07-04T15:31:45.924502Z,,,,,,,,,2025-07-04T15:31:30.614100Z,
HE.FIA1.00.?HZ | 2025-07-04T15:31:08.368536Z - 2025-07-04T15:32:08.368536Z,,,,,,,,,2025-07-04T15:31:30.614100Z,
HE.HEL1.00.BHZ | 2025-07-04T15:30:37.439820Z - 2025-07-04T15:31:37.439820Z,,,,,,,,,2025-07-04T15:31:06.433200Z,
HE.KAF.00.?HZ | 2025-07-04T15:31:05.950047Z - 2025-07-04T15:32:05.950047Z,,,,,,,,,2025-07-04T15:31:50.598730Z,
HE.KEF.00.?HZ | 2025-07-04T15:31:46.308869Z - 2025-07-04T15:32:46.308869Z,,,,,,,,,2025-07-04T15:31:53.316790Z,
HE.KUNI.00.BHZ | 2025-07-04T15:30:53.283865Z - 2025-07-04T15:31:53.283865Z,,,,,,,,,2025-07-04T15:31:05.657230Z,
HE.KY02.00.CZ | 2025-07-04T15:30:55.788227Z - 2025-07-04T15:31:55.788227Z,,,,,,,,,2025-07-04T15:31:21.358710Z,
HE.KY17.00.CZ | 2025-07-04T15:31:11.995352Z - 2025-07-04T15:32:11.995352Z,,,,,,,,,2025-07-04T15:31:23.487450Z,
HE.LAUT.00.BHZ | 2025-07-04T15:30:42.377672Z - 2025-07-04T15:31:42.377672Z,,,,,,,,,2025-07-04T15:31:06.827750Z,
HE.LOVF.00.CZ | 2025-07-04T15:30:38.901958Z - 2025-07-04T15:31:38.901958Z,,,,,,,2025-07-04T15:31:00.470470Z,,2025-07-04T15:31:04.922100Z,
HE.MEF.00.BHZ | 2025-07-04T15:30:56.873793Z - 2025-07-04T15:31:56.873793Z,,,,,,,2025-07-04T15:31:05.674560Z,,2025-07-04T15:31:13.784510Z,
HE.NUR.00.SHZ | 2025-07-04T15:30:54.477334Z - 2025-07-04T15:31:54.477334Z,,,,,,,2025-07-04T15:31:04.023070Z,,2025-07-04T15:31:11.007350Z,
HE.PVF.00.CZ | 2025-07-04T15:30:10.636168Z - 2025-07-04T15:31:10.636168Z,,,,,,,2025-07-04T15:30:59.203880Z,,2025-07-04T15:31:02.787110Z,
HE.RSUO.00.BHZ | 2025-07-04T15:30:52.811802Z - 2025-07-04T15:31:52.811802Z,,,,,,,,,2025-07-04T15:31:05.624550Z,
HE.TRE03.00.CZ | 2025-07-04T15:31:27.844852Z - 2025-07-04T15:32:27.844852Z,,,,,,,,,2025-07-04T15:31:40.941520Z,
HE.TVF.00.BHZ | 2025-07-04T15:31:24.236738Z - 2025-07-04T15:32:24.236738Z,,,,,,,,,2025-07-04T15:31:33.738000Z,
HE.VJF.00.?HZ | 2025-07-04T15:31:06.124786Z - 2025-07-04T15:32:06.124786Z,,,,,,,,,2025-07-04T15:31:24.135330Z,
FN.OUL.00.BHZ | 2025-07-05T04:51:12.913198Z - 2025-07-05T04:52:12.913198Z,,,,,,,,,2025-07-05T04:51:41.886610Z,
HE.OBF0.00.BHZ | 2025-07-05T04:50:41.770569Z - 2025-07-05T04:51:41.770569Z,,,,,,,2025-07-05T04:50:59.574440Z,,2025-07-05T04:51:22.129020Z,
HE.OBF3.00.BHZ | 2025-07-05T04:51:20.846500Z - 2025-07-05T04:52:20.846500Z,,,,,,,,,2025-07-05T04:51:26.526570Z,
HE.OBF8.00.BHZ | 2025-07-05T04:50:18.608794Z - 2025-07-05T04:51:18.608794Z,,,,,,,2025-07-05T04:50:54.426560Z,,2025-07-05T04:51:12.589330Z,
HE.TOF.00.BHZ | 2025-07-05T04:50:58.892670Z - 2025-07-05T04:51:58.892670Z,,,,,,,2025-07-05T04:51:07.624900Z,,2025-07-05T04:51:35.719500Z,
HE.VAF.00.BHZ | 2025-07-05T04:50:50.980998Z - 2025-07-05T04:51:50.980998Z,,,,,,,2025-07-05T04:51:03.399870Z,,2025-07-05T04:51:28.263880Z,
