file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.RNF.00.00 | 2025-02-02T17:56:41.282979Z - 2025-02-02T17:57:41.282979Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-01-12T07:03:30.605639Z - 2025-01-12T07:04:30.605639Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-27T00:49:54.251425Z - 2025-01-27T00:50:54.251425Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-02-15T06:40:22.378849Z - 2025-02-15T06:41:22.378849Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-20T06:27:18.260981Z - 2025-01-20T06:28:18.260981Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-10T10:23:23.705579Z - 2025-01-10T10:24:23.705579Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-20T20:01:44.517858Z - 2025-02-20T20:02:44.517858Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-12T02:28:40.537652Z - 2025-02-12T02:29:40.537652Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-30T23:51:45.178625Z - 2025-01-30T23:52:45.178625Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-01T16:03:13.483445Z - 2025-02-01T16:04:13.483445Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-01-28T14:19:08.160137Z - 2025-01-28T14:20:08.160137Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-02-09T05:23:53.728044Z - 2025-02-09T05:24:53.728044Z,,,,,,,,,,
FN.RANF.00.00 | 2025-01-02T18:39:07.975529Z - 2025-01-02T18:40:07.975529Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-18T06:15:06.995503Z - 2025-02-18T06:16:06.995503Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-03T18:52:01.468730Z - 2025-01-03T18:53:01.468730Z,,,,,,,,,,
HE.VAF.00.00 | 2025-02-19T01:48:49.854550Z - 2025-02-19T01:49:49.854550Z,,,,,,,,,,
HE.KU2.00.00 | 2025-02-21T11:08:09.949328Z - 2025-02-21T11:09:09.949328Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-01-07T02:59:46.552953Z - 2025-01-07T03:00:46.552953Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-15T08:50:26.422582Z - 2025-01-15T08:51:26.422582Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-23T01:54:41.203282Z - 2025-01-23T01:55:41.203282Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-20T17:34:01.795242Z - 2025-02-20T17:35:01.795242Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-26T08:55:09.223659Z - 2025-01-26T08:56:09.223659Z,,,,,,,,,,
FN.OUL.00.00 | 2025-01-13T19:48:39.856904Z - 2025-01-13T19:49:39.856904Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-04T08:32:01.204234Z - 2025-01-04T08:33:01.204234Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-02-06T06:21:29.354215Z - 2025-02-06T06:22:29.354215Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-23T09:53:36.558687Z - 2025-02-23T09:54:36.558687Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-24T14:07:06.205941Z - 2025-02-24T14:08:06.205941Z,,,,,,,,,,
UP.AAL.00.00 | 2025-01-25T18:19:44.022316Z - 2025-01-25T18:20:44.022316Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-13T03:17:59.289644Z - 2025-01-13T03:18:59.289644Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-01-19T04:03:14.032155Z - 2025-01-19T04:04:14.032155Z,,,,,,,,,,
HE.HEF.00.00 | 2025-02-21T18:05:27.517840Z - 2025-02-21T18:06:27.517840Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-16T07:10:17.895624Z - 2025-02-16T07:11:17.895624Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-27T13:02:32.876309Z - 2025-01-27T13:03:32.876309Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-02-27T19:39:35.765335Z - 2025-02-27T19:40:35.765335Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-02-10T20:40:35.001816Z - 2025-02-10T20:41:35.001816Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-16T00:29:43.952217Z - 2025-01-16T00:30:43.952217Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-30T04:16:03.680749Z - 2025-01-30T04:17:03.680749Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-07T10:23:15.716366Z - 2025-01-07T10:24:15.716366Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-23T20:29:56.850894Z - 2025-02-23T20:30:56.850894Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-28T05:31:39.258841Z - 2025-01-28T05:32:39.258841Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-07T02:48:06.995961Z - 2025-01-07T02:49:06.995961Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-01-07T06:30:58.394887Z - 2025-01-07T06:31:58.394887Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-23T07:37:34.752730Z - 2025-01-23T07:38:34.752730Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-18T18:11:25.351335Z - 2025-02-18T18:12:25.351335Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-01-19T06:52:13.043683Z - 2025-01-19T06:53:13.043683Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-01-26T17:23:18.106339Z - 2025-01-26T17:24:18.106339Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-11T01:04:21.306775Z - 2025-01-11T01:05:21.306775Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-02-18T12:31:35.135712Z - 2025-02-18T12:32:35.135712Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-24T19:39:48.025681Z - 2025-02-24T19:40:48.025681Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-02-18T23:42:01.814389Z - 2025-02-18T23:43:01.814389Z,,,,,,,,,,
HE.KEF.00.00 | 2025-01-30T23:25:21.727901Z - 2025-01-30T23:26:21.727901Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-01-09T01:43:05.354548Z - 2025-01-09T01:44:05.354548Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-12T09:57:47.503773Z - 2025-02-12T09:58:47.503773Z,,,,,,,,,,
HE.KPF.00.00 | 2025-01-23T19:23:34.812110Z - 2025-01-23T19:24:34.812110Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-01-15T16:19:09.858628Z - 2025-01-15T16:20:09.858628Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-24T11:39:08.414604Z - 2025-01-24T11:40:08.414604Z,,,,,,,,,,
FN.OUL.00.00 | 2025-01-07T19:33:38.769952Z - 2025-01-07T19:34:38.769952Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-21T14:29:26.745506Z - 2025-02-21T14:30:26.745506Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-02-04T16:26:23.246164Z - 2025-02-04T16:27:23.246164Z,,,,,,,,,,
UP.AAL.00.00 | 2025-01-19T09:14:47.719368Z - 2025-01-19T09:15:47.719368Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-15T10:20:36.694332Z - 2025-02-15T10:21:36.694332Z,,,,,,,,,,
HE.VRF.00.00 | 2025-01-09T16:11:40.613183Z - 2025-01-09T16:12:40.613183Z,,,,,,,,,,
HE.KU1.00.00 | 2025-01-21T14:47:59.255828Z - 2025-01-21T14:48:59.255828Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-02-09T12:51:01.500208Z - 2025-02-09T12:52:01.500208Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-28T19:36:56.719640Z - 2025-02-28T19:37:56.719640Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-02-18T21:28:10.741164Z - 2025-02-18T21:29:10.741164Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-26T13:40:34.169373Z - 2025-02-26T13:41:34.169373Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-01T22:41:51.154155Z - 2025-02-01T22:42:51.154155Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-02-18T21:17:46.692500Z - 2025-02-18T21:18:46.692500Z,,,,,,,,,,
HE.KEV.00.00 | 2025-01-20T08:14:59.181367Z - 2025-01-20T08:15:59.181367Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-25T21:56:46.781479Z - 2025-02-25T21:57:46.781479Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-04T20:38:09.173057Z - 2025-01-04T20:39:09.173057Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-01-12T21:00:14.636061Z - 2025-01-12T21:01:14.636061Z,,,,,,,,,,
FN.RANF.00.00 | 2025-01-13T21:43:16.037726Z - 2025-01-13T21:44:16.037726Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-25T03:01:32.065657Z - 2025-01-25T03:02:32.065657Z,,,,,,,,,,
HE.NIF.00.00 | 2025-02-13T19:01:12.164577Z - 2025-02-13T19:02:12.164577Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-02-15T20:10:39.338555Z - 2025-02-15T20:11:39.338555Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-02T08:23:37.648284Z - 2025-02-02T08:24:37.648284Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-14T14:31:25.224593Z - 2025-02-14T14:32:25.224593Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-10T11:32:53.125658Z - 2025-01-10T11:33:53.125658Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-14T12:55:00.582902Z - 2025-01-14T12:56:00.582902Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-01-07T22:33:48.581228Z - 2025-01-07T22:34:48.581228Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-27T16:03:45.551538Z - 2025-01-27T16:04:45.551538Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-01-12T08:42:04.318926Z - 2025-01-12T08:43:04.318926Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-01-10T04:53:43.531140Z - 2025-01-10T04:54:43.531140Z,,,,,,,,,,
HE.MEF.00.00 | 2025-01-24T14:57:47.156132Z - 2025-01-24T14:58:47.156132Z,,,,,,,,,,
FN.OUL.00.00 | 2025-01-11T09:28:46.183677Z - 2025-01-11T09:29:46.183677Z,,,,,,,,,,
FN.SGF.00.00 | 2025-01-29T02:11:20.292291Z - 2025-01-29T02:12:20.292291Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-17T14:01:51.031300Z - 2025-02-17T14:02:51.031300Z,,,,,,,,,,
HE.RAF.00.00 | 2025-01-23T05:22:13.084676Z - 2025-01-23T05:23:13.084676Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-02-19T14:34:15.347195Z - 2025-02-19T14:35:15.347195Z,,,,,,,,,,
HE.HEF.00.00 | 2025-02-06T15:24:41.747867Z - 2025-02-06T15:25:41.747867Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-18T20:20:22.607349Z - 2025-01-18T20:21:22.607349Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-08T10:35:01.690287Z - 2025-02-08T10:36:01.690287Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-02-15T12:51:42.141050Z - 2025-02-15T12:52:42.141050Z,,,,,,,,,,
HE.KY17.00.00 | 2025-01-31T12:07:25.710961Z - 2025-01-31T12:08:25.710961Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-30T05:05:22.469952Z - 2025-01-30T05:06:22.469952Z,,,,,,,,,,
HE.KEV.00.00 | 2025-02-24T01:08:07.382065Z - 2025-02-24T01:09:07.382065Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-01-31T22:14:18.954843Z - 2025-01-31T22:15:18.954843Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-02-21T12:56:13.478457Z - 2025-02-21T12:57:13.478457Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-01-10T10:24:44.280650Z - 2025-01-10T10:25:44.280650Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-01-27T01:02:19.745426Z - 2025-01-27T01:03:19.745426Z,,,,,,,,,,
FN.SGF.00.00 | 2025-01-31T20:49:21.790141Z - 2025-01-31T20:50:21.790141Z,,,,,,,,,,
HE.TOF.00.00 | 2025-02-14T06:07:32.494054Z - 2025-02-14T06:08:32.494054Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-04T00:53:17.232928Z - 2025-01-04T00:54:17.232928Z,,,,,,,,,,
HE.VAF.00.00 | 2025-02-21T15:05:39.947646Z - 2025-02-21T15:06:39.947646Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-02-04T12:29:05.373747Z - 2025-02-04T12:30:05.373747Z,,,,,,,,,,
HE.KU2.00.00 | 2025-02-19T02:00:34.907466Z - 2025-02-19T02:01:34.907466Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-24T08:49:05.336497Z - 2025-02-24T08:50:05.336497Z,,,,,,,,,,
HE.KEV.00.00 | 2025-02-01T20:33:54.181857Z - 2025-02-01T20:34:54.181857Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-04T23:44:12.594628Z - 2025-02-04T23:45:12.594628Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-25T07:00:45.761192Z - 2025-01-25T07:01:45.761192Z,,,,,,,,,,
HE.KU6.00.00 | 2025-01-29T21:57:47.229759Z - 2025-01-29T21:58:47.229759Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-29T16:04:12.823954Z - 2025-01-29T16:05:12.823954Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-01-25T19:05:52.053022Z - 2025-01-25T19:06:52.053022Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-26T14:52:27.710409Z - 2025-01-26T14:53:27.710409Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-07T02:15:09.479947Z - 2025-01-07T02:16:09.479947Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-07T20:21:28.848444Z - 2025-02-07T20:22:28.848444Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-29T19:37:16.587964Z - 2025-01-29T19:38:16.587964Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-12T14:07:20.766237Z - 2025-02-12T14:08:20.766237Z,,,,,,,,,,
HE.NIF.00.00 | 2025-02-09T00:55:05.848875Z - 2025-02-09T00:56:05.848875Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-02-28T06:39:57.088767Z - 2025-02-28T06:40:57.088767Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-25T07:17:52.762795Z - 2025-01-25T07:18:52.762795Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-02-09T20:46:11.490178Z - 2025-02-09T20:47:11.490178Z,,,,,,,,,,
HE.HEF.00.00 | 2025-02-08T09:01:42.044710Z - 2025-02-08T09:02:42.044710Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-19T21:25:53.166195Z - 2025-02-19T21:26:53.166195Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-28T18:00:25.728259Z - 2025-01-28T18:01:25.728259Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-15T16:55:00.499964Z - 2025-02-15T16:56:00.499964Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-08T09:52:14.180697Z - 2025-02-08T09:53:14.180697Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-12T20:36:03.403780Z - 2025-02-12T20:37:03.403780Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-01-19T16:26:15.443664Z - 2025-01-19T16:27:15.443664Z,,,,,,,,,,
HE.VAF.00.00 | 2025-02-22T18:10:39.953978Z - 2025-02-22T18:11:39.953978Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-01-20T23:52:04.054317Z - 2025-01-20T23:53:04.054317Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-13T01:05:25.839028Z - 2025-02-13T01:06:25.839028Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-09T17:13:26.540107Z - 2025-01-09T17:14:26.540107Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-02T18:06:00.395266Z - 2025-01-02T18:07:00.395266Z,,,,,,,,,,
HE.VRF.00.00 | 2025-02-01T07:48:36.418715Z - 2025-02-01T07:49:36.418715Z,,,,,,,,,,
HE.KEF.00.00 | 2025-01-20T04:04:36.999444Z - 2025-01-20T04:05:36.999444Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-01-15T17:44:27.258312Z - 2025-01-15T17:45:27.258312Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-08T12:49:16.505059Z - 2025-02-08T12:50:16.505059Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-01-11T04:40:46.584261Z - 2025-01-11T04:41:46.584261Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-11T16:10:49.640433Z - 2025-01-11T16:11:49.640433Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-14T18:53:08.130579Z - 2025-02-14T18:54:08.130579Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-01-09T15:38:29.153420Z - 2025-01-09T15:39:29.153420Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-09T21:27:40.933695Z - 2025-02-09T21:28:40.933695Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-23T07:38:53.680450Z - 2025-01-23T07:39:53.680450Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-05T17:23:36.995910Z - 2025-02-05T17:24:36.995910Z,,,,,,,,,,
HE.KY17.00.00 | 2025-02-09T00:42:34.512068Z - 2025-02-09T00:43:34.512068Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-20T22:04:38.689137Z - 2025-02-20T22:05:38.689137Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-02-14T12:07:20.834879Z - 2025-02-14T12:08:20.834879Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-02-13T18:10:32.704353Z - 2025-02-13T18:11:32.704353Z,,,,,,,,,,
HE.KY17.00.00 | 2025-01-20T04:21:08.114606Z - 2025-01-20T04:22:08.114606Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-19T18:20:54.993249Z - 2025-02-19T18:21:54.993249Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-19T21:45:48.188175Z - 2025-01-19T21:46:48.188175Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-02-26T20:24:43.335351Z - 2025-02-26T20:25:43.335351Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-02-19T11:16:30.337671Z - 2025-02-19T11:17:30.337671Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-01-17T16:11:14.043993Z - 2025-01-17T16:12:14.043993Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-24T18:14:08.831995Z - 2025-01-24T18:15:08.831995Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-02-16T19:22:23.495021Z - 2025-02-16T19:23:23.495021Z,,,,,,,,,,
HE.KU6.00.00 | 2025-01-13T13:42:08.888436Z - 2025-01-13T13:43:08.888436Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-02-17T09:42:40.302609Z - 2025-02-17T09:43:40.302609Z,,,,,,,,,,
FN.OUL.00.00 | 2025-01-26T13:25:30.679612Z - 2025-01-26T13:26:30.679612Z,,,,,,,,,,
HE.TOF.00.00 | 2025-01-27T22:03:16.378301Z - 2025-01-27T22:04:16.378301Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-11T09:53:10.877532Z - 2025-02-11T09:54:10.877532Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-04T05:46:53.184122Z - 2025-01-04T05:47:53.184122Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-02-21T11:05:18.991784Z - 2025-02-21T11:06:18.991784Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-27T17:01:10.340100Z - 2025-01-27T17:02:10.340100Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-02-05T18:25:28.474413Z - 2025-02-05T18:26:28.474413Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-02-05T17:07:07.294551Z - 2025-02-05T17:08:07.294551Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-01-21T10:31:29.786694Z - 2025-01-21T10:32:29.786694Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-02T17:26:59.029358Z - 2025-02-02T17:27:59.029358Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-22T20:45:35.305643Z - 2025-01-22T20:46:35.305643Z,,,,,,,,,,
HE.NIF.00.00 | 2025-02-17T19:10:06.089362Z - 2025-02-17T19:11:06.089362Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-02-16T01:16:29.018604Z - 2025-02-16T01:17:29.018604Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-05T01:03:58.417897Z - 2025-01-05T01:04:58.417897Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-26T11:29:01.225074Z - 2025-02-26T11:30:01.225074Z,,,,,,,,,,
HE.RUF.00.00 | 2025-02-11T01:17:05.697135Z - 2025-02-11T01:18:05.697135Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-01-02T19:53:09.381654Z - 2025-01-02T19:54:09.381654Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-01-11T15:21:11.874639Z - 2025-01-11T15:22:11.874639Z,,,,,,,,,,
HE.KY17.00.00 | 2025-01-27T20:22:20.890987Z - 2025-01-27T20:23:20.890987Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-20T00:41:33.418605Z - 2025-01-20T00:42:33.418605Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-13T00:08:36.626641Z - 2025-02-13T00:09:36.626641Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-20T12:47:21.712543Z - 2025-02-20T12:48:21.712543Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-15T17:52:47.065822Z - 2025-01-15T17:53:47.065822Z,,,,,,,,,,
HE.JOF.00.00 | 2025-01-11T17:19:22.013197Z - 2025-01-11T17:20:22.013197Z,,,,,,,,,,
HE.JOF.00.00 | 2025-01-06T21:34:03.830691Z - 2025-01-06T21:35:03.830691Z,,,,,,,,,,
HE.MEF.00.00 | 2025-01-20T20:20:28.507646Z - 2025-01-20T20:21:28.507646Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-27T04:55:27.093533Z - 2025-02-27T04:56:27.093533Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-25T01:31:23.999506Z - 2025-02-25T01:32:23.999506Z,,,,,,,,,,
HE.RAF.00.00 | 2025-01-22T14:06:29.259062Z - 2025-01-22T14:07:29.259062Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-01-19T16:32:26.224961Z - 2025-01-19T16:33:26.224961Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-22T21:38:25.845862Z - 2025-01-22T21:39:25.845862Z,,,,,,,,,,
HE.KIF.00.00 | 2025-01-26T13:09:33.805873Z - 2025-01-26T13:10:33.805873Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-10T01:45:45.417803Z - 2025-01-10T01:46:45.417803Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-28T07:49:15.604061Z - 2025-02-28T07:50:15.604061Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-02-04T22:08:12.833825Z - 2025-02-04T22:09:12.833825Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-25T22:22:11.899035Z - 2025-02-25T22:23:11.899035Z,,,,,,,,,,
FN.RNF.00.00 | 2025-01-12T12:17:52.758351Z - 2025-01-12T12:18:52.758351Z,,,,,,,,,,
HE.MEF.00.00 | 2025-02-11T19:58:34.714384Z - 2025-02-11T19:59:34.714384Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-09T22:11:18.765768Z - 2025-02-09T22:12:18.765768Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-02-05T15:16:28.190017Z - 2025-02-05T15:17:28.190017Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-22T00:44:53.837651Z - 2025-01-22T00:45:53.837651Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-01-10T13:54:17.793848Z - 2025-01-10T13:55:17.793848Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-02-27T04:49:45.483617Z - 2025-02-27T04:50:45.483617Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-01-22T18:35:02.661064Z - 2025-01-22T18:36:02.661064Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-07T08:21:39.889866Z - 2025-02-07T08:22:39.889866Z,,,,,,,,,,
HE.TOF.00.00 | 2025-02-26T00:40:47.525661Z - 2025-02-26T00:41:47.525661Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-21T12:15:01.421323Z - 2025-02-21T12:16:01.421323Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-02-18T18:15:55.805172Z - 2025-02-18T18:16:55.805172Z,,,,,,,,,,
HE.HEF.00.00 | 2025-02-10T23:38:26.807024Z - 2025-02-10T23:39:26.807024Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-22T18:08:05.981703Z - 2025-01-22T18:09:05.981703Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-02-16T12:30:40.824489Z - 2025-02-16T12:31:40.824489Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-07T23:27:21.896237Z - 2025-02-07T23:28:21.896237Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-30T06:33:43.677368Z - 2025-01-30T06:34:43.677368Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-25T03:45:23.124679Z - 2025-01-25T03:46:23.124679Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-02-01T08:52:31.287033Z - 2025-02-01T08:53:31.287033Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-14T08:38:48.058708Z - 2025-02-14T08:39:48.058708Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-06T08:04:28.488213Z - 2025-01-06T08:05:28.488213Z,,,,,,,,,,
HE.VAF.00.00 | 2025-02-21T20:10:16.244707Z - 2025-02-21T20:11:16.244707Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-12T15:46:34.830452Z - 2025-01-12T15:47:34.830452Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-01-23T13:55:16.997964Z - 2025-01-23T13:56:16.997964Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-20T05:22:37.264443Z - 2025-01-20T05:23:37.264443Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-02-11T05:36:10.676812Z - 2025-02-11T05:37:10.676812Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-05T07:46:27.219317Z - 2025-01-05T07:47:27.219317Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-25T08:51:38.197524Z - 2025-01-25T08:52:38.197524Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-26T05:26:25.717297Z - 2025-01-26T05:27:25.717297Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-12T04:08:13.804762Z - 2025-02-12T04:09:13.804762Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-05T15:09:43.353031Z - 2025-02-05T15:10:43.353031Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-09T07:48:19.839708Z - 2025-02-09T07:49:19.839708Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-02-06T03:43:55.778155Z - 2025-02-06T03:44:55.778155Z,,,,,,,,,,
